item_name,price,rating,reviews,brand_name,weighted_review
Grand Attack Road Running Shoes for Men with Superior Cushioned Comfort Lightweight Mens Walking Shoes Non-Slip Breathable Athletic Tennis Cross-Training Shoes Rugby Sneakers,49.99,4.5,29,Roxy,130.5
Grand Attack Road Running Shoes for Men with Superior Cushioned Comfort Lightweight Mens Walking Shoes Non-Slip Breathable Athletic Tennis Cross-Training Shoes Rugby Sneakers,49.99,4.5,29,Salomon,130.5
Grand Attack Road Running Shoes for Men with Superior Cushioned Comfort Lightweight Mens Walking Shoes Non-Slip Breathable Athletic Tennis Cross-Training Shoes Rugby Sneakers,49.99,4.5,29,New Balance,130.5
Grand Attack Road Running Shoes for Men with Superior Cushioned Comfort Lightweight Mens Walking Shoes Non-Slip Breathable Athletic Tennis Cross-Training Shoes Rugby Sneakers,49.99,4.5,29,TOMS,130.5
Grand Attack Road Running Shoes for Men with Superior Cushioned Comfort Lightweight Mens Walking Shoes Non-Slip Breathable Athletic Tennis Cross-Training Shoes Rugby Sneakers,49.99,4.5,29,Amazon Essentials,130.5
Grand Attack Road Running Shoes for Men with Superior Cushioned Comfort Lightweight Mens Walking Shoes Non-Slip Breathable Athletic Tennis Cross-Training Shoes Rugby Sneakers,49.99,4.5,29,Brooks,130.5
Grand Attack Road Running Shoes for Men with Superior Cushioned Comfort Lightweight Mens Walking Shoes Non-Slip Breathable Athletic Tennis Cross-Training Shoes Rugby Sneakers,49.99,4.5,29,Keds,130.5
Grand Attack Road Running Shoes for Men with Superior Cushioned Comfort Lightweight Mens Walking Shoes Non-Slip Breathable Athletic Tennis Cross-Training Shoes Rugby Sneakers,49.99,4.5,29,OLUKAI,130.5
Grand Attack Road Running Shoes for Men with Superior Cushioned Comfort Lightweight Mens Walking Shoes Non-Slip Breathable Athletic Tennis Cross-Training Shoes Rugby Sneakers,49.99,4.5,29,Dockers,130.5
Grand Attack Road Running Shoes for Men with Superior Cushioned Comfort Lightweight Mens Walking Shoes Non-Slip Breathable Athletic Tennis Cross-Training Shoes Rugby Sneakers,49.99,4.5,29,Cole Haan,130.5
Grand Attack Road Running Shoes for Men with Superior Cushioned Comfort Lightweight Mens Walking Shoes Non-Slip Breathable Athletic Tennis Cross-Training Shoes Rugby Sneakers,49.99,4.5,29,Capezio,130.5
Grand Attack Road Running Shoes for Men with Superior Cushioned Comfort Lightweight Mens Walking Shoes Non-Slip Breathable Athletic Tennis Cross-Training Shoes Rugby Sneakers,49.99,4.5,29,Bruno Marc,130.5
TOMS Unisex-Child Alpargata Loafer Flat,25.76,4.5,29,TOMS,130.5
Grand Attack Road Running Shoes for Men with Superior Cushioned Comfort Lightweight Mens Walking Shoes Non-Slip Breathable Athletic Tennis Cross-Training Shoes Rugby Sneakers,49.99,4.5,29,Skechers,130.5
Grand Attack Road Running Shoes for Men with Superior Cushioned Comfort Lightweight Mens Walking Shoes Non-Slip Breathable Athletic Tennis Cross-Training Shoes Rugby Sneakers,49.99,4.5,29,ASICS,130.5
Grand Attack Road Running Shoes for Men with Superior Cushioned Comfort Lightweight Mens Walking Shoes Non-Slip Breathable Athletic Tennis Cross-Training Shoes Rugby Sneakers,49.99,4.5,29,Dr. Scholl's Shoes,130.5
Grand Attack Road Running Shoes for Men with Superior Cushioned Comfort Lightweight Mens Walking Shoes Non-Slip Breathable Athletic Tennis Cross-Training Shoes Rugby Sneakers,49.99,4.5,29,Clarks,130.5
Grand Attack Road Running Shoes for Men with Superior Cushioned Comfort Lightweight Mens Walking Shoes Non-Slip Breathable Athletic Tennis Cross-Training Shoes Rugby Sneakers,49.99,4.5,29,JBU by Jambu,130.5
TOMS - Men Alpargata Espadrille,54.95,4.5,29,TOMS,130.5
Grand Attack Road Running Shoes for Men with Superior Cushioned Comfort Lightweight Mens Walking Shoes Non-Slip Breathable Athletic Tennis Cross-Training Shoes Rugby Sneakers,49.99,4.5,29,LifeStride,130.5
Grand Attack Road Running Shoes for Men with Superior Cushioned Comfort Lightweight Mens Walking Shoes Non-Slip Breathable Athletic Tennis Cross-Training Shoes Rugby Sneakers,49.99,4.5,29,Columbia,130.5
Grand Attack Road Running Shoes for Men with Superior Cushioned Comfort Lightweight Mens Walking Shoes Non-Slip Breathable Athletic Tennis Cross-Training Shoes Rugby Sneakers,49.99,4.5,29,WHITE MOUNTAIN,130.5
Grand Attack Road Running Shoes for Men with Superior Cushioned Comfort Lightweight Mens Walking Shoes Non-Slip Breathable Athletic Tennis Cross-Training Shoes Rugby Sneakers,49.99,4.5,29,K-Swiss,130.5
Grand Attack Road Running Shoes for Men with Superior Cushioned Comfort Lightweight Mens Walking Shoes Non-Slip Breathable Athletic Tennis Cross-Training Shoes Rugby Sneakers,49.99,4.5,29,Nike,130.5
Grand Attack Road Running Shoes for Men with Superior Cushioned Comfort Lightweight Mens Walking Shoes Non-Slip Breathable Athletic Tennis Cross-Training Shoes Rugby Sneakers,49.99,4.5,29,Easy Spirit,130.5
Grand Attack Road Running Shoes for Men with Superior Cushioned Comfort Lightweight Mens Walking Shoes Non-Slip Breathable Athletic Tennis Cross-Training Shoes Rugby Sneakers,49.99,4.5,29,Ryka,130.5
Grand Attack Road Running Shoes for Men with Superior Cushioned Comfort Lightweight Mens Walking Shoes Non-Slip Breathable Athletic Tennis Cross-Training Shoes Rugby Sneakers,49.99,4.5,29,adidas,130.5
Grand Attack Road Running Shoes for Men with Superior Cushioned Comfort Lightweight Mens Walking Shoes Non-Slip Breathable Athletic Tennis Cross-Training Shoes Rugby Sneakers,49.99,4.5,29,FootJoy,130.5
Grand Attack Road Running Shoes for Men with Superior Cushioned Comfort Lightweight Mens Walking Shoes Non-Slip Breathable Athletic Tennis Cross-Training Shoes Rugby Sneakers,49.99,4.5,29,Sperry,130.5
Grand Attack Road Running Shoes for Men with Superior Cushioned Comfort Lightweight Mens Walking Shoes Non-Slip Breathable Athletic Tennis Cross-Training Shoes Rugby Sneakers,49.99,4.5,29,ALTRA,130.5
Grand Attack Road Running Shoes for Men with Superior Cushioned Comfort Lightweight Mens Walking Shoes Non-Slip Breathable Athletic Tennis Cross-Training Shoes Rugby Sneakers,49.99,4.5,29,Crocs,130.5
Grand Attack Road Running Shoes for Men with Superior Cushioned Comfort Lightweight Mens Walking Shoes Non-Slip Breathable Athletic Tennis Cross-Training Shoes Rugby Sneakers,49.99,4.5,29,PUMA,130.5
Grand Attack Road Running Shoes for Men with Superior Cushioned Comfort Lightweight Mens Walking Shoes Non-Slip Breathable Athletic Tennis Cross-Training Shoes Rugby Sneakers,49.99,4.5,29,DREAM PAIRS,130.5
Grand Attack Road Running Shoes for Men with Superior Cushioned Comfort Lightweight Mens Walking Shoes Non-Slip Breathable Athletic Tennis Cross-Training Shoes Rugby Sneakers,49.99,4.5,29,Steve Madden,130.5
Grand Attack Road Running Shoes for Men with Superior Cushioned Comfort Lightweight Mens Walking Shoes Non-Slip Breathable Athletic Tennis Cross-Training Shoes Rugby Sneakers,49.99,4.5,29,Under Armour,130.5
Grand Attack Road Running Shoes for Men with Superior Cushioned Comfort Lightweight Mens Walking Shoes Non-Slip Breathable Athletic Tennis Cross-Training Shoes Rugby Sneakers,49.99,4.5,29,Lugz,130.5
JBU by Jambu Women's Waterfall Water Ready Shoe,26.01,3.7,35,JBU by Jambu,129.5
"Lugz mens Savoy Slip Resistant Oxford Boot, Black, 10 US",49.99,3.8,34,Lugz,129.2
WHITE MOUNTAIN Shoes Alfie Women's Clog Platform Heel,49.99,4.3,30,WHITE MOUNTAIN,129.0
Salomon Women's Outbound Prism Hiking Shoes Trail Running,75.91,4.3,30,Salomon,129.0
Easy Spirit Women's Spark2 Sport Sandal,59.99,4.3,30,Easy Spirit,129.0
LifeStride Women's Afton Slingback Peep Toe Pump Heeled Sandal,35.99,4.3,30,LifeStride,129.0
"OLUKAI Nihoa Lī Men's Sneaker, Breathable Mesh & Lightweight, Removable & Washable Footbed & Ultra-Soft Comfort Fit",104.0,4.3,30,OLUKAI,129.0
Rockport Women's Prowalker W Premium Sneaker,51.98,4.0,32,Rockport,128.0
Roxy Unisex-Child Rae Slip on Sneaker Shoe,39.0,4.1,31,Roxy,127.1
Columbia Men's Fish Flip PFG Ii Sport Sandal,45.69,4.1,31,Columbia,127.1
"Ryka Women's, Summit Trail Hiking Shoe",99.99,4.1,31,Ryka,127.1
Reebok Women's Nano X1 Cross Trainer,64.94,4.7,27,Reebok,126.9
adidas Originals Men's Superstar Sneaker,64.72,4.7,27,adidas Originals,126.9
Under Armour Unisex-Child Infant Assert 9 Alternate Closure Running Shoe,31.97,4.7,27,Under Armour,126.9
adidas Originals mens Adidas Nmd_r1 Shoes. Running-inspired Style Made for Everyday Exploration. This Remastered,160.0,4.2,30,adidas Originals,126.0
White Mountain Shoes Glamming Women's Platform Sandal,59.99,4.2,30,WHITE MOUNTAIN,126.0
Saucony Shadow Original,99.95,4.5,28,Saucony,126.0
"OLUKAI Mahiki Women's Slipper Sneaker, Indoor & Outdoor Wear, Removable & Washable Footbed & Ultra-Soft Comfort Fit",60.0,3.8,33,OLUKAI,125.39999999999999
Lugz Men's Track Sneaker,47.99,4.3,29,Lugz,124.69999999999999
LifeStride Women's Notorious Ballet Flat,69.99,4.0,31,LifeStride,124.0
ALTRA Men's AL0A547K Mont Blanc Trail Running Shoe,179.95,4.1,30,ALTRA,122.99999999999999
White Mountain Shoes Active Women's Wedge Sandal,38.91,4.1,30,WHITE MOUNTAIN,122.99999999999999
Easy Spirit Women's Cosma Pump,76.34,4.1,30,Easy Spirit,122.99999999999999
"Sperry Men's, Harbormaster 2.0 Sneaker",61.14,4.7,26,Sperry,122.2
Salomon Women's OUTPULSE Mid Gore-Tex Hiking Boots for Women,111.96,3.7,33,Salomon,122.10000000000001
JBU by Jambu Women's Margot Sport Sandal,28.95,3.9,31,JBU by Jambu,120.89999999999999
Dr. Scholl's Shoes Women's Felicity Too Block Heel Sandal Heeled,69.99,4.3,28,Dr. Scholl's Shoes,120.39999999999999
Reebok Men's Ztaur Ii Running Shoe,54.4,4.6,26,Reebok,119.6
PUMA Men's Ignite Articulate Golf Shoe,134.95,4.6,26,PUMA,119.6
PUMA Women's Carina 2.0 Sneaker,55.0,4.1,29,PUMA,118.89999999999999
Nike Air Zoom Victory Tour 2 Men's Golf Shoe,79.0,4.1,29,Nike,118.89999999999999
Roxy Unisex-Child Bayshore Slip on Sneaker Shoe,39.0,4.4,27,Roxy,118.80000000000001
"Ryka Women's, Ferocity Slip-On Sneaker",58.49,3.8,31,Ryka,117.8
Saucony Men's Omni 21 Running Shoe,58.5,4.2,28,Saucony,117.60000000000001
Keds Girl's Fashion Trainers Sneaker,24.95,4.2,28,Keds,117.60000000000001
Hey Dude mens Wally Sox,39.61,4.9,24,Hey Dude,117.60000000000001
ALTRA Men's AL0A4VQM Olympus 4 Trail Running Shoe,149.0,4.2,28,ALTRA,117.60000000000001
WHITE MOUNTAIN Women's Shoes Noah Block Heel Bootie,42.86,4.2,28,WHITE MOUNTAIN,117.60000000000001
JBU by Jambu Women's Woodbury Waterproof Ankle Boot,35.99,4.5,26,JBU by Jambu,117.0
"Amazon Essentials Unisex Kids' Flip Flops, Pack of 3",14.89,4.0,29,Amazon Essentials,116.0
Dr. Scholl's Shoes Women's for Now Hi High Top Platform Lace Up Retro Fashion Sneaker,45.08,4.0,29,Dr. Scholl's Shoes,116.0
Steve Madden Women's Agata Pump,49.99,4.6,25,Steve Madden,114.99999999999999
FootJoy Unisex-Child Fj Fuel Junior Golf Shoe,74.95,4.6,25,FootJoy,114.99999999999999
Dr. Scholl's Shoes Women's Got It Gore Slip Resistant Work Loafer,39.99,4.1,28,Dr. Scholl's Shoes,114.79999999999998
JBU by Jambu Women's Bumblebee Garden Ready Rain Shoe,26.87,4.1,28,JBU by Jambu,114.79999999999998
Capezio Women's Chorus Character Shoe,228.88,4.1,28,Capezio,114.79999999999998
Reebok Unisex-Adult Nano X2 Tr Adventure Cross Trainer,68.76,4.4,26,Reebok,114.4
adidas Men's Tech Response 3.0 Golf Shoe,55.85,4.4,26,adidas,114.4
"Ryka Women's Devotion Plus 2 Walking Shoe, Silver Cloud, 8.5 US",69.8,3.8,30,Ryka,114.0
Bruno Marc Women's Platform Oxfords Lace-Up Wingtip Brogue Shoes,29.99,4.2,27,Bruno Marc,113.4
"Ryka Women's, Hera Slip-On Sneaker",73.94,4.2,27,Ryka,113.4
Saucony Women's Endorphin Pro 3 Running Shoe,225.0,4.7,24,Saucony,112.80000000000001
TOMS Unisex-Child Alpargata Loafer Flat,28.89,4.9,23,TOMS,112.7
Capezio Dance Rhinestone Footundeez - H07R,20.95,4.9,23,Capezio,112.7
Columbia Men's Crestwood Mid Waterproof Wide Hiking Shoe,58.43,4.5,25,Columbia,112.5
Merrell Women's Moab 3 Waterproof Hiking Shoe,109.44,4.5,25,Merrell,112.5
WHITE MOUNTAIN Women's Dynasty Sneaker,39.9,4.0,28,WHITE MOUNTAIN,112.0
adidas Originals Women's s NMD_R1 Linen Mineral Green/White 7.5,87.34,4.0,28,adidas Originals,112.0
LifeStride Women's Santorini Dress Pump,52.67,4.3,26,LifeStride,111.8
LifeStride Women's Yolanda Strappy Wedge Sandal,48.75,4.3,26,LifeStride,111.8
K-Swiss Women's Hypercourt Express 2 HB Tennis Shoe,99.95,4.3,26,K-Swiss,111.8
Salomon Men's Outbound Prism Gore-tex Hiking Shoes Climbing,100.0,4.3,26,Salomon,111.8
LifeStride Women's Sincere Wedge Sandals,35.99,4.1,27,LifeStride,110.69999999999999
Dr. Scholl's Shoes Women's Happiness Sneaker,49.99,4.1,27,Dr. Scholl's Shoes,110.69999999999999
LifeStride Women's Joy 2 Strappy Sandal Heeled,47.99,3.8,29,LifeStride,110.19999999999999
WHITE MOUNTAIN Shoes Selena Women's Mini Wedge,51.31,4.4,25,WHITE MOUNTAIN,110.00000000000001
"New Balance Women's Fresh Foam Roav V1 Running Shoe, Pigment/Grey, 8.5 Wide",53.64,3.9,28,New Balance,109.2
Columbia Men's Trailstorm Waterproof Hiking Shoe,100.0,4.7,23,Columbia,108.10000000000001
Roxy Harper - Slip-On Shoes for Women ARJS600482,53.94,4.0,27,Roxy,108.0
"WHITE MOUNTAIN Shoes All Good Women's Cork Wedge Sandal, Black/Glitter, 6 M",49.99,4.9,22,WHITE MOUNTAIN,107.80000000000001
"Ryka Women's, Sky Walk Trail 2 Hiking Shoe",69.99,3.7,29,Ryka,107.30000000000001
ASICS Men's Gel-Game 9 Tennis Shoe,75.11,4.1,26,ASICS,106.6
LifeStride Women's Nina Loafer,42.0,4.1,26,LifeStride,106.6
Ryka Women's Imagine Walking Shoe Sneaker,54.22,4.1,26,Ryka,106.6
Dr. Scholl's Shoes Women's Only You Platform Sandal Wedge,60.0,4.4,24,Dr. Scholl's Shoes,105.60000000000001
"Keds Women's Champion ORG CORE Canvas Sneaker, White, 8.5 US",54.95,4.2,25,Keds,105.0
Salomon Men's X Ultra Pioneer Mid Climasalomon Waterproof Trail Running Shoe,109.15,3.5,30,Salomon,105.0
LifeStride Women's Incredible Ballet Flat,44.97,4.2,25,LifeStride,105.0
JBU by Jambu Women's Lucky Oxford Flat,32.4,4.0,26,JBU by Jambu,104.0
"Capezio Women's E-Series Jazz Slip On Shoe, Black, 12",41.3,3.7,28,Capezio,103.60000000000001
Roxy Bayshore Plus,53.95,4.5,23,Roxy,103.5
PUMA Mens Tazon Advance Leather Running Sneakers Athletic Shoes - Grey,63.99,4.5,23,PUMA,103.5
Hey Dude Women's Wendy Blend Linen Iron Size 8 | Women's Shoes | Women's Slip On Shoes | Comfortable & Light-Weight,41.99,4.5,23,Hey Dude,103.5
ALTRA Women's AL0A7R76 Olympus 5 Low GTX Trail Running Shoe,199.95,4.3,24,ALTRA,103.19999999999999
Amazon Essentials Women's Square Toe Soft Loafer,30.4,4.3,24,Amazon Essentials,103.19999999999999
WHITE MOUNTAIN Shoes Women's Mazed Tall Shaft Boot,38.53,4.3,24,WHITE MOUNTAIN,103.19999999999999
ALTRA Women's AL0A7R7E Torin 6 - Wide Road Running Shoe,106.34,4.1,25,ALTRA,102.49999999999999
Adidas Ozweego Mens Shoes,77.0,4.4,23,adidas Originals,101.2
Reebok Women's Floatride Energy Symmetros Running Shoe,91.96,4.2,24,Reebok,100.80000000000001
"OLUKAI Ohana Pa'i Men's Beach Sandals, Quick-Dry Flip-Flops, Water Resistant & Lightweight, Ultra Comfortable Fit",75.0,4.8,21,OLUKAI,100.8
Under Armour Men's HOVR Sonic 6 Running Shoe,110.0,4.8,21,Under Armour,100.8
"TOMS Women's, Alpargata Midform Espadrille Slip-On",47.98,3.6,28,TOMS,100.8
"ROXY-ROSE Women Lightweight Metallic Hologram Laced Pyramid Leatherette Studded Jogger Casual Sneaker (7 B(M) US, Hologram Purple)",30.99,3.6,28,Roxy,100.8
Brooks Women’s Hyperion Max Neutral Running Shoe,169.95,4.8,21,Brooks,100.8
Easy Spirit Women's Gracey Pump,64.04,4.0,25,Easy Spirit,100.0
PUMA Men's Axelion Cross-Trainer Sneaker,60.95,4.5,22,PUMA,99.0
LifeStride Women's Cabaret Slingback Dress Sandal Heeled,44.58,4.5,22,LifeStride,99.0
Columbia Women's Peakfreak Ii Mid Outdry Hiking Shoe,134.95,4.1,24,Columbia,98.39999999999999
"Ryka Women's, Empower Lace Walking Shoe",59.99,4.1,24,Ryka,98.39999999999999
"Ryka Women's, Perform Walking Shoe",111.03,4.2,23,Ryka,96.60000000000001
FootJoy Women's Fj Fuel Boa Golf Shoe,129.95,4.2,23,FootJoy,96.60000000000001
Salomon Men's Quest Rove Gore-tex Trail Running Shoe,150.59,4.6,21,Salomon,96.6
Capezio Little Kid Pedini Femme PP323C Jazz Shoe,44.8,4.6,21,Capezio,96.6
Columbia Women's Slack Water PFG Lace Boat Shoe,70.0,4.0,24,Columbia,96.0
Sperry Women's X Rebecca Minkoff Authentic Original Boat Shoe,75.0,4.0,24,Sperry,96.0
Saucony Women's Omni 21 Running Shoes,95.0,4.0,24,Saucony,96.0
Toms Boy's Classic Alpargata Loafer Flat,32.01,4.3,22,TOMS,94.6
Ryka Women's Activate Sneaker,91.24,4.3,22,Ryka,94.6
"Lugz Men's Lear Sneaker, Black/White, 13",29.97,4.3,22,Lugz,94.6
Keds Unisex-Child Royal Lo Sneaker,31.99,4.5,21,Keds,94.5
Nike Womens React Escape RN 2 Running Trainers Dj9976 Sneakers Shoes,65.0,4.5,21,Nike,94.5
"DREAM PAIRS Womens Loafers, Slip On Platform Chunky Penny Heeled Loafers for Women Dressy and Work, Womens Business Casual Shoes",36.99,4.5,21,DREAM PAIRS,94.5
Brooks Men’s Hyperion Max Neutral Running Shoe,169.95,4.4,21,Brooks,92.4
ALTRA Women's AL0A7R7G Lone Peak 7 Trail Running Shoe,137.68,4.2,22,ALTRA,92.4
"New Balance Women's Fresh Foam Roav V1 Running Shoe, Gray/Gray, 8",55.99,4.4,21,New Balance,92.4
Amazon Essentials Women's Constructed Loafer,32.3,4.2,22,Amazon Essentials,92.4
Jambu Millie Vegan Womens Comfort Rocker Bottom Eco-Friendly Stretchable Shoe,61.11,4.0,23,JBU by Jambu,92.0
Ryka Women's Devotion Reflect Sneaker,41.72,4.0,23,Ryka,92.0
"Amazon Essentials Women's Active Sandal, Black, 11 Medium US",25.9,4.0,23,Amazon Essentials,92.0
WHITE MOUNTAIN Men's Greatest Flat Sandal,32.61,4.6,20,WHITE MOUNTAIN,92.0
"OLUKAI Pa'ina Hulu Women's Winter Boot, Soft Waterproof Leather & Wet Grip Sole, Medial Side Zipper for Easy Slip-On, Comfortable & Cute Style",80.0,4.3,21,OLUKAI,90.3
"OLUKAI Mua'lli Men's Slipper, Premium Leather Slip On Shoes, Shearling Lining & Extra Warmth",116.98,4.1,22,OLUKAI,90.19999999999999
Roxy Women's Minnow Mid Top Slip on Sneaker Shoe,30.75,4.1,22,Roxy,90.19999999999999
White Mountain Shoes Be Happy Women's Block Heel Sandal,39.95,4.1,22,WHITE MOUNTAIN,90.19999999999999
FootJoy Men's Pro|sl Carbon Boa Golf Shoe,189.95,4.5,20,FootJoy,90.0
Cole Haan womens Grandpro Topspin Sneaker,145.0,3.9,23,Cole Haan,89.7
"TOMS Women's, Michelle Sandal",57.09,3.9,23,TOMS,89.7
Capezio mens Mr James Whiteside Ballet Shoe (2022m,30.92,4.9,18,Capezio,88.2
adidas Originals Unisex-Child Nmd-360 Sneaker,49.49,4.9,18,adidas Originals,88.2
adidas Originals Women's Adilette Essential Slide Sandal,37.97,4.0,22,adidas Originals,88.0
Lugz Women's Habitat Sneaker,59.99,4.0,22,Lugz,88.0
FootJoy Men's Hyperflex Golf Shoe,169.95,4.4,20,FootJoy,88.0
adidas Unisex-Adult Copa Pure.3 Firm Ground Soccer Shoe,79.99,4.4,20,adidas,88.0
adidas Men's Ultraboost 23 Running Shoe,167.0,4.4,20,adidas,88.0
ALTRA Men's AL0A7R6Z Provision 7 Road Running Shoe,100.89,4.4,20,ALTRA,88.0
Steve Madden Men's Madly Loafer,100.0,4.6,19,Steve Madden,87.39999999999999
Sperry Women's Water Strider Shoe,54.95,3.6,24,Sperry,86.4
Hey Dude mens Wally Patriotic,59.2,4.8,18,Hey Dude,86.39999999999999
Roxy womens Sneaker,29.0,4.8,18,Roxy,86.39999999999999
"Crocs Men's LiteRide 360 Pacer Sneakers, Black/Slate Grey, 6 Men",41.07,4.1,21,Crocs,86.1
"Ryka Women's, Echo Knit Fit Sneaker",69.98,4.1,21,Ryka,86.1
Merrell Moab 3 Gore-TEX Wide Men Outdoors Shoes Granite,78.0,4.1,21,Merrell,86.1
TOMS Slip-On Sneakers,57.11,4.5,19,TOMS,85.5
Dr. Scholl's Shoes Women's Island Glow Strappy Flat Sandal,50.0,3.7,23,Dr. Scholl's Shoes,85.10000000000001
JBU by Jambu Women's Linette Water Resistant Fashion Boot,51.43,4.7,18,JBU by Jambu,84.60000000000001
Roxy Women's Slippy Puff Slide Sandal,34.51,4.2,20,Roxy,84.0
"Lugz Men's Clipper Fashion Sneaker, Black/Black, 15",40.77,4.2,20,Lugz,84.0
Merrell Women's Bravada 2 Waterproof Sneaker,127.36,4.0,21,Merrell,84.0
Cole Haan Women's Charlotte Slide Sandal,54.63,4.0,21,Cole Haan,84.0
Ryka Women's Astrid Knit Slip on Sneaker,43.99,4.0,21,Ryka,84.0
Easy Spirit Men's Aaron Mule,99.0,4.2,20,Easy Spirit,84.0
Capezio Women's Lily,20.73,4.2,20,Capezio,84.0
"New Balance Women's Fresh Foam Roav V1 Running Shoe, Black/Green/White, 9.5",61.0,4.4,19,New Balance,83.60000000000001
Salomon Women's Patrol Hiking Shoes Trail Running,90.0,3.8,22,Salomon,83.6
Roxy Women's Veria Platform Sandal,47.99,3.8,22,Roxy,83.6
WHITE MOUNTAIN Women's Shoes Unit Sneaker,22.5,4.9,17,WHITE MOUNTAIN,83.30000000000001
"Ryka Women's, Margo Slide Sandal",69.95,4.9,17,Ryka,83.30000000000001
Cole Haan Men's Zerogrand All Day Runner Sneaker,74.81,4.6,18,Cole Haan,82.8
PUMA Riaze Prowl Leopard Womens Sneaker,68.0,4.3,19,PUMA,81.7
Rockport Men's Bronson Slip on Loafer,64.26,4.3,19,Rockport,81.7
Columbia Women's Facet 75 Outdry Hiking Shoe,127.95,4.5,18,Columbia,81.0
Amazon Essentials Women's Tight Shaft Heel Boot,42.7,4.7,17,Amazon Essentials,79.9
Steve Madden Women's Embellish Heeled Sandal,45.08,3.8,21,Steve Madden,79.8
WHITE MOUNTAIN Shoes Women's Booster Loafer,36.55,3.8,21,WHITE MOUNTAIN,79.8
"OLUKAI Pilahi Women's High Top Sneaker, Everyday Shoe with Extra Comfort, Removable & Washable Footbed",110.0,4.6,17,OLUKAI,78.19999999999999
ALTRA Women's Paradigm 5,119.95,4.6,17,ALTRA,78.19999999999999
"Ryka Women's, Viv Sneaker",59.99,3.9,20,Ryka,78.0
"Salomon Alphacross 4 Women's Trail Running Shoes, Powerful Grip, Long Lasting Comfort, and Versatile Performance",69.08,4.1,19,Salomon,77.89999999999999
adidas Originals Women's Retropy E5 Sneaker,59.31,4.1,19,adidas Originals,77.89999999999999
Hey Dude Men's Wally Funk | Men's Loafers | Men's Slip On Shoes | Comfortable & Light-Weight,37.79,4.1,19,Hey Dude,77.89999999999999
JBU by Jambu Women's Alyssa Wedge Sandal,61.35,4.1,19,JBU by Jambu,77.89999999999999
PUMA Men's Future Play Firm Artificial Ground Sneaker,59.97,4.1,19,PUMA,77.89999999999999
"Lugz Women's Clipper Slip-Resistant Work Shoe Food Service, Black, 11",59.99,3.7,21,Lugz,77.7
Bruno Marc Boy's Boat Shoes Slip on Loafers Casual School Shoes,32.99,4.8,16,Bruno Marc,76.8
Columbia Men's Bahama Vent Loco Relax Iii Boat Shoe,74.95,4.8,16,Columbia,76.8
Ryka Women's Prospect Training Shoe,43.52,4.5,17,Ryka,76.5
Steve Madden Men's Ramsee Penny Loafer,120.0,4.5,17,Steve Madden,76.5
FootJoy Women's Fj Sandy Golf Shoe,128.47,3.8,20,FootJoy,76.0
Capezio Women's 650 Student Footlight Character Shoe,80.0,3.6,21,Capezio,75.60000000000001
"New Balance Women's Fresh Foam Roav V1 Running Shoe, Gray/Gray, 7",76.12,4.2,18,New Balance,75.60000000000001
Columbia Men's Wildone Anthem Sneaker,88.99,4.2,18,Columbia,75.60000000000001
Cole Haan Women's Charlotte Flat Sandal,60.42,4.4,17,Cole Haan,74.80000000000001
ALTRA Men's AL0A7R6I Lone Peak Hiker 2 Trail Shoe,159.95,3.7,20,ALTRA,74.0
Dr. Scholl's Shoes Women's Sunray Espadrilles Loafer,35.99,3.7,20,Dr. Scholl's Shoes,74.0
K-Swiss Women's Court '66 Sneaker,60.01,4.1,18,K-Swiss,73.8
WHITE MOUNTAIN Women's Courage Sneaker,35.4,4.6,16,WHITE MOUNTAIN,73.6
adidas Yeezy Boost 350 V2,358.51,4.6,16,adidas Originals,73.6
"New Balance Women's Fresh Foam Roav V1 Running Shoe, Gray/Gray, 9",59.95,4.6,16,New Balance,73.6
Brooks Men’s Levitate GTS 6 Supportive Running Shoe,149.95,4.3,17,Brooks,73.1
WHITE MOUNTAIN Women's Backer Block Heel,41.4,4.3,17,WHITE MOUNTAIN,73.1
"Lugz Women's Sneaker, Black/Grey/White, 9.5 M",38.66,4.0,18,Lugz,72.0
Lugz Men's Stagger Lo Slip-Resistant Food Service Shoe,50.81,4.2,17,Lugz,71.4
K-Swiss Men's SI-18 Rannell Sneaker,69.95,4.2,17,K-Swiss,71.4
Ryka Women's Devotion Plus 2 Sneaker,69.99,4.2,17,Ryka,71.4
ASICS Women's Gel-Game 9 Tennis Shoe,67.33,3.4,21,ASICS,71.39999999999999
JBU by Jambu Women's Arlene Water Ready Shoe,25.57,4.4,16,JBU by Jambu,70.4
Lugz Women's Charger Ii Sneaker,26.78,3.5,20,Lugz,70.0
"New Balance womens Fresh Foam Roav V1 Running Shoe, Black/Grey, 10 US",54.99,4.1,17,New Balance,69.69999999999999
ASICS Women's Gel-Venture 9 Shoes,64.95,4.1,17,ASICS,69.69999999999999
Brooks Men’s Levitate Stealthfit 6 Neutral Running Shoe,149.95,4.9,14,Brooks,68.60000000000001
Easy Spirit Women's Mel11 Emove Sneaker,58.99,3.8,18,Easy Spirit,68.39999999999999
Dockers Farley,40.17,3.8,18,Dockers,68.39999999999999
Keds Unisex-Child Royal Lo Hook & Loop Sneaker,36.93,4.0,17,Keds,68.0
"Women's LifeStride, Discover Sandal",53.01,4.5,15,LifeStride,67.5
Steve Madden Women's Violette Mary Jane Flat,63.91,4.2,16,Steve Madden,67.2
